day,elevation,flow_accumulation,geology,latitude,longitude,month,rainfall,slop,soil_type,station,year
27,54,,,7.7464,80.1317,5,0.0,,,POLONTALAWA,2018
28,54,,,7.7464,80.1317,5,46.6,,,POLONTALAWA,2018
29,54,,,7.7464,80.1317,5,78.2,,,POLONTALAWA,2018
30,54,,,7.7464,80.1317,5,4.8,,,POLONTALAWA,2018
31,54,,,7.7464,80.1317,5,11.0,,,POLONTALAWA,2018
32,54,,,7.7464,80.1317,5,26.5,,,POLONTALAWA,2018
33,54,,,7.7464,80.1317,5,0.0,,,POLONTALAWA,2018
34,54,,,7.7464,80.1317,5,0.0,,,POLONTALAWA,2018
1,54,,,7.7464,80.1317,6,80,,,POLONTALAWA,2018
2,54,,,7.7464,80.1317,6,7.72,,,POLONTALAWA,2018
3,54,,,7.7464,80.1317,6,16,,,POLONTALAWA,2018
4,54,,,7.7464,80.1317,6,2018,,,POLONTALAWA,2018
5,54,,,7.7464,80.1317,6,6,,,POLONTALAWA,2018
6,54,,,7.7464,80.1317,6,6.5,,,POLONTALAWA,2018
7,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
8,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
9,54,,,7.7464,80.1317,6,10.2,,,POLONTALAWA,2018
10,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
11,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
12,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
13,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
14,54,,,7.7464,80.1317,6,25.2,,,POLONTALAWA,2018
15,54,,,7.7464,80.1317,6,4.3,,,POLONTALAWA,2018
16,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
17,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
18,54,,,7.7464,80.1317,6,1.2,,,POLONTALAWA,2018
19,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
20,54,,,7.7464,80.1317,6,1.5,,,POLONTALAWA,2018
21,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
22,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
23,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
24,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
25,54,,,7.7464,80.1317,6,19.2,,,POLONTALAWA,2018
26,54,,,7.7464,80.1317,6,5.9,,,POLONTALAWA,2018
27,54,,,7.7464,80.1317,6,1.7,,,POLONTALAWA,2018
28,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
29,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
30,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
31,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
32,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
33,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
34,54,,,7.7464,80.1317,6,0.0,,,POLONTALAWA,2018
1,54,,,7.7464,80.1317,7,80,,,POLONTALAWA,2018
2,54,,,7.7464,80.1317,7,7.72,,,POLONTALAWA,2018
3,54,,,7.7464,80.1317,7,16,,,POLONTALAWA,2018
4,54,,,7.7464,80.1317,7,2018,,,POLONTALAWA,2018
5,54,,,7.7464,80.1317,7,7,,,POLONTALAWA,2018
6,54,,,7.7464,80.1317,7,,,,POLONTALAWA,2018
7,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
8,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
9,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
10,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
11,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
12,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
13,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
14,54,,,7.7464,80.1317,7,3.0,,,POLONTALAWA,2018
15,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
16,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
17,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
18,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
19,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
20,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
21,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
22,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
23,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
24,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
25,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
26,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
27,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
28,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
29,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
30,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
31,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
32,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
33,54,,,7.7464,80.1317,7,0.0,,,POLONTALAWA,2018
34,54,,,7.7464,80.1317,7,8.0,,,POLONTALAWA,2018
1,54,,,7.7464,80.1317,8,80,,,POLONTALAWA,2018
2,54,,,7.7464,80.1317,8,7.72,,,POLONTALAWA,2018
3,54,,,7.7464,80.1317,8,16,,,POLONTALAWA,2018
4,54,,,7.7464,80.1317,8,2018,,,POLONTALAWA,2018
5,54,,,7.7464,80.1317,8,8,,,POLONTALAWA,2018
6,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
7,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
8,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
9,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
10,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
11,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
12,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
13,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
14,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
15,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
16,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
17,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
18,54,,,7.7464,80.1317,8,5.2,,,POLONTALAWA,2018
19,54,,,7.7464,80.1317,8,6.9,,,POLONTALAWA,2018
20,54,,,7.7464,80.1317,8,3.2,,,POLONTALAWA,2018
21,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
22,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
23,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
24,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
25,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
26,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
27,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
28,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
29,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
30,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
31,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
32,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
33,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
34,54,,,7.7464,80.1317,8,0.0,,,POLONTALAWA,2018
1,54,,,7.7464,80.1317,9,80,,,POLONTALAWA,2018
2,54,,,7.7464,80.1317,9,7.72,,,POLONTALAWA,2018
3,54,,,7.7464,80.1317,9,16,,,POLONTALAWA,2018
4,54,,,7.7464,80.1317,9,2018,,,POLONTALAWA,2018
5,54,,,7.7464,80.1317,9,9,,,POLONTALAWA,2018
6,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
7,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
8,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
9,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
10,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
11,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
12,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
13,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
14,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
15,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
16,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
17,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
18,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
19,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
20,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
21,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
22,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
23,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
24,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
25,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
26,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
27,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
28,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
29,54,,,7.7464,80.1317,9,16.5,,,POLONTALAWA,2018
30,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
31,54,,,7.7464,80.1317,9,0.0,,,POLONTALAWA,2018
32,54,,,7.7464,80.1317,9,17.0,,,POLONTALAWA,2018
33,54,,,7.7464,80.1317,9,15.5,,,POLONTALAWA,2018
34,54,,,7.7464,80.1317,9,55.0,,,POLONTALAWA,2018
1,54,,,7.7464,80.1317,10,80,,,POLONTALAWA,2018
2,54,,,7.7464,80.1317,10,7.72,,,POLONTALAWA,2018
3,54,,,7.7464,80.1317,10,16,,,POLONTALAWA,2018
4,54,,,7.7464,80.1317,10,2018,,,POLONTALAWA,2018
5,54,,,7.7464,80.1317,10,10,,,POLONTALAWA,2018
6,54,,,7.7464,80.1317,10,42.3,,,POLONTALAWA,2018
7,54,,,7.7464,80.1317,10,7.5,,,POLONTALAWA,2018
8,54,,,7.7464,80.1317,10,42.1,,,POLONTALAWA,2018
9,54,,,7.7464,80.1317,10,2.3,,,POLONTALAWA,2018
10,54,,,7.7464,80.1317,10,2.3,,,POLONTALAWA,2018
11,54,,,7.7464,80.1317,10,6.0,,,POLONTALAWA,2018
12,54,,,7.7464,80.1317,10,4.0,,,POLONTALAWA,2018
13,54,,,7.7464,80.1317,10,43.2,,,POLONTALAWA,2018
14,54,,,7.7464,80.1317,10,9.8,,,POLONTALAWA,2018
15,54,,,7.7464,80.1317,10,0.0,,,POLONTALAWA,2018
16,54,,,7.7464,80.1317,10,0.0,,,POLONTALAWA,2018
17,54,,,7.7464,80.1317,10,0.0,,,POLONTALAWA,2018
18,54,,,7.7464,80.1317,10,9.7,,,POLONTALAWA,2018
19,54,,,7.7464,80.1317,10,2.3,,,POLONTALAWA,2018
20,54,,,7.7464,80.1317,10,0.0,,,POLONTALAWA,2018
21,54,,,7.7464,80.1317,10,0.0,,,POLONTALAWA,2018
22,54,,,7.7464,80.1317,10,0.0,,,POLONTALAWA,2018
23,54,,,7.7464,80.1317,10,1.3,,,POLONTALAWA,2018
24,54,,,7.7464,80.1317,10,1.4,,,POLONTALAWA,2018
25,54,,,7.7464,80.1317,10,4.4,,,POLONTALAWA,2018
26,54,,,7.7464,80.1317,10,17.0,,,POLONTALAWA,2018
27,54,,,7.7464,80.1317,10,27.7,,,POLONTALAWA,2018
28,54,,,7.7464,80.1317,10,1.0,,,POLONTALAWA,2018
29,54,,,7.7464,80.1317,10,6.4,,,POLONTALAWA,2018
30,54,,,7.7464,80.1317,10,26.0,,,POLONTALAWA,2018
31,54,,,7.7464,80.1317,10,0.0,,,POLONTALAWA,2018
32,54,,,7.7464,80.1317,10,1.7,,,POLONTALAWA,2018
33,54,,,7.7464,80.1317,10,1.0,,,POLONTALAWA,2018
34,54,,,7.7464,80.1317,10,0.0,,,POLONTALAWA,2018
1,54,,,7.7464,80.1317,11,80,,,POLONTALAWA,2018
2,54,,,7.7464,80.1317,11,7.72,,,POLONTALAWA,2018
3,54,,,7.7464,80.1317,11,16,,,POLONTALAWA,2018
4,54,,,7.7464,80.1317,11,2018,,,POLONTALAWA,2018
5,54,,,7.7464,80.1317,11,11,,,POLONTALAWA,2018
6,54,,,7.7464,80.1317,11,23.8,,,POLONTALAWA,2018
7,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
8,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
9,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
10,54,,,7.7464,80.1317,11,13.3,,,POLONTALAWA,2018
11,54,,,7.7464,80.1317,11,24.0,,,POLONTALAWA,2018
12,54,,,7.7464,80.1317,11,3.0,,,POLONTALAWA,2018
13,54,,,7.7464,80.1317,11,14.5,,,POLONTALAWA,2018
14,54,,,7.7464,80.1317,11,25.1,,,POLONTALAWA,2018
15,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
16,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
17,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
18,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
19,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
20,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
21,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
22,54,,,7.7464,80.1317,11,2.8,,,POLONTALAWA,2018
23,54,,,7.7464,80.1317,11,29.0,,,POLONTALAWA,2018
24,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
25,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
26,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
27,54,,,7.7464,80.1317,11,2.3,,,POLONTALAWA,2018
28,54,,,7.7464,80.1317,11,54.3,,,POLONTALAWA,2018
29,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
30,54,,,7.7464,80.1317,11,16.5,,,POLONTALAWA,2018
31,54,,,7.7464,80.1317,11,23.3,,,POLONTALAWA,2018
32,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
33,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
34,54,,,7.7464,80.1317,11,0.0,,,POLONTALAWA,2018
1,54,,,7.7464,80.1317,12,80,,,POLONTALAWA,2018
2,54,,,7.7464,80.1317,12,7.72,,,POLONTALAWA,2018
3,54,,,7.7464,80.1317,12,16,,,POLONTALAWA,2018
4,54,,,7.7464,80.1317,12,2018,,,POLONTALAWA,2018
5,54,,,7.7464,80.1317,12,12,,,POLONTALAWA,2018
6,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
7,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
8,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
9,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
10,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
11,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
12,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
13,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
14,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
15,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
16,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
17,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
18,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
19,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
20,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
21,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
22,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
23,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
24,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
25,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
26,54,,,7.7464,80.1317,12,1.2,,,POLONTALAWA,2018
27,54,,,7.7464,80.1317,12,12.5,,,POLONTALAWA,2018
28,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
29,54,,,7.7464,80.1317,12,3.5,,,POLONTALAWA,2018
30,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
31,54,,,7.7464,80.1317,12,5.2,,,POLONTALAWA,2018
32,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
33,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
34,54,,,7.7464,80.1317,12,0.0,,,POLONTALAWA,2018
1,24,,,7.65,79.88,1,5.0,,,POOTTWALA ESTATE,2016
2,24,1.0,Quartzite,7.65,79.88,1,15.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
3,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
4,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
5,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
6,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
7,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
8,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
9,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
10,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
11,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
12,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
13,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
14,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
15,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
16,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
17,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
18,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
19,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
20,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
21,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
22,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
23,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
24,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
25,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
26,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
27,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
28,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
29,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
30,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
31,24,1.0,Quartzite,7.65,79.88,1,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
1,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
2,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
3,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
4,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
5,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
6,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
7,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
8,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
9,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
10,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
11,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
12,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
13,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
14,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
15,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
16,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
17,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
18,24,1.0,Quartzite,7.65,79.88,2,3.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
19,24,1.0,Quartzite,7.65,79.88,2,2.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
20,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
21,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
22,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
23,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
24,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
25,24,1.0,Quartzite,7.65,79.88,2,6.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
26,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
27,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
28,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
29,24,1.0,Quartzite,7.65,79.88,2,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
1,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
2,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
3,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
4,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
5,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
6,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
7,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
8,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
9,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
10,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
11,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
12,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
13,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
14,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
15,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
16,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
17,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
18,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
19,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
20,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
21,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
22,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
23,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
24,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
25,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
26,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
27,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
28,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
29,24,1.0,Quartzite,7.65,79.88,3,0.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
30,24,1.0,Quartzite,7.65,79.88,3,6.0,13.90296,Old Alluviam,POOTTWALA ESTATE,2016
